uid	iid	label	sequence
19565	3802	1	259,2300,2337,2664
21815	71	1	152,2300,2310,3802
10612	6866	1	192,1539,367,1783
1713	2420	1	2310,2342,2664,3802
5332	2420	1	2337,2342,2310,2664
21815	2664	1	2300,2310,3802,71
15202	297	1	715,1827,1930,5617
19565	1663	1	2300,2337,2664,3802
12425	408	1	2111,2145,2172,3667
21815	2420	1	2310,3802,71,2664
3971	2605	1	1596,384,268,891
19565	564	1	2337,2664,3802,1663
13399	2335	1	210,152,1251,1448
18304	143	1	3749,6826,3163,3838
18304	2477	1	6826,3163,3838,143
20321	2420	1	2300,1682,1750,2342
5704	3691	1	70,649,77,3838
3971	1748	1	384,268,891,2605
3971	2246	1	268,891,2605,1748
19565	3016	1	2664,3802,1663,564
16635	1457	1	113,209,1310,167
7188	419	1	1310,1078,1221,1401
5653	1140	1	262,733,387,390
7188	418	1	1078,1221,1401,419
14632	1061	1	1063,1013,1029,808
19922	3473	1	2300,1945,3802,2664
3971	3215	1	891,2605,1748,2246
19565	1664	1	3802,1663,564,3016
18792	2597	1	2346,2481,209,1977
18792	2660	1	2481,209,1977,2597
19922	2420	1	1945,3802,2664,3473
18792	3241	1	209,1977,2597,2660
10612	2802	1	1539,367,1783,6866
18969	2550	1	290,291,366,3271
7448	565	1	1427,1599,748,1977
7448	1036	1	1599,748,1977,565
7448	1898	1	748,1977,565,1036
7448	2506	1	1977,565,1036,1898
7448	4804	1	565,1036,1898,2506
7448	2412	1	1036,1898,2506,4804
19922	256	1	3802,2664,3473,2420
6682	1877	1	394,800,408,69
18792	223	1	1977,2597,2660,3241
18792	1836	1	2597,2660,3241,223
7188	416	1	1221,1401,419,418
10612	3028	1	367,1783,6866,2802
15202	4534	1	1827,1930,5617,297
7188	2627	1	1401,419,418,416
7188	2599	1	419,418,416,2627
14632	807	1	1013,1029,808,1061
10896	2291	1	3500,3502,3505,3509
7188	733	1	418,416,2627,2599
21341	2236	1	3668,2452,734,412
7188	3939	1	416,2627,2599,733
7188	365	1	2627,2599,733,3939
19922	982	1	2664,3473,2420,256
14632	1423	1	1029,808,1061,807
5653	3028	1	733,387,390,1140
2095	959	1	961,954,952,957
10405	3807	1	486,2300,2363,649
16347	1433	1	419,1545,2452,2506
16347	3098	1	1545,2452,2506,1433
16347	1423	1	2452,2506,1433,3098
16347	2314	1	2506,1433,3098,1423
21341	671	1	2452,734,412,2236
21341	764	1	734,412,2236,671
668	1450	1	1182,130,184,2310
2275	1882	1	2999,1458,135,3835
14632	1599	1	808,1061,807,1423
14690	1450	1	2341,2115,2380,2310
6682	2630	1	800,408,69,1877
14632	1105	1	1061,807,1423,1599
4566	3182	1	36,52,2300,2342
5482	931	1	190,78,2797,2134
13022	1450	1	534,913,2300,2420
13853	1450	1	2300,2664,3802,2420
14632	1266	1	807,1423,1599,1105
14209	3182	1	2342,2310,3802,2420
19565	132	1	1663,564,3016,1664
13853	3182	1	2664,3802,2420,1450
21341	4372	1	412,2236,671,764
21341	745	1	2236,671,764,4372
14293	3378	1	390,2742,3314,391
17147	2778	1	1017,1152,2664,1498
7346	2560	1	1861,1339,408,2519
7346	2566	1	1339,408,2519,2560
21978	3336	1	59,76,2300,2420
3599	1700	1	1053,1427,3537,3228
3599	1968	1	1427,3537,3228,1700
16347	1053	1	1433,3098,1423,2314
7346	3336	1	408,2519,2560,2566
4354	139	1	3654,2028,2087,2942
8202	2420	1	2300,2310,2342,3802
14632	2412	1	1423,1599,1105,1266
15202	1583	1	1930,5617,297,4534
3181	1450	1	2300,2342,2664,2420
4349	395	1	3207,1082,404,408
4349	3488	1	1082,404,408,395
17636	784	1	791,2337,2342,2966
3181	3336	1	2342,2664,2420,1450
6682	1363	1	408,69,1877,2630
16942	268	1	800,1900,1904,715
16347	409	1	3098,1423,2314,1053
16347	3836	1	1423,2314,1053,409
17750	2838	1	276,800,1963,1072
4349	4216	1	404,408,395,3488
4686	3556	1	1078,910,795,2114
5783	3556	1	1243,1153,1713,1229
10168	3556	1	3771,2337,2310,1827
19906	3556	1	3182,3336,3466,3467
9055	2114	1	366,256,1152,1153
16347	3101	1	2314,1053,409,3836
16635	1257	1	209,1310,167,1457
19193	650	1	1137,557,760,761
18304	93	1	3163,3838,143,2477
15465	2114	1	1231,1183,2337,2342
1983	3556	1	2300,2337,2420,1450
14632	989	1	1599,1105,1266,2412
17011	3556	1	253,1162,1368,2342
19565	3556	1	564,3016,1664,132
21837	3556	1	158,2145,2420,3182
20971	3059	1	595,2775,2781,2920
21863	3488	1	5633,5634,5635,5637
2302	3638	1	1066,3537,710,3637
13022	3637	1	913,2300,2420,1450
14690	3637	1	2115,2380,2310,1450
14690	3638	1	2380,2310,1450,3637
3599	2506	1	3537,3228,1700,1968
10612	3637	1	1783,6866,2802,3028
14209	3249	1	2310,3802,2420,3182
7029	2114	1	573,572,574,560
10168	3249	1	2337,2310,1827,3556
10168	3658	1	2310,1827,3556,3249
16149	3658	1	2300,2342,2664,2946
19779	3638	1	532,1152,1243,2114
20800	3348	1	2300,2664,3802,2420
4686	3348	1	910,795,2114,3556
9054	3249	1	2300,2664,2420,3556
14388	3249	1	2337,3802,2342,2420
19565	3348	1	3016,1664,132,3556
4354	3348	1	2028,2087,2942,139
19906	3638	1	3336,3466,3467,3556
5286	3638	1	709,235,2342,3556
5332	3637	1	2342,2310,2664,2420
21837	3637	1	2145,2420,3182,3556
10037	3249	1	2300,2342,2664,2778
5783	3638	1	1153,1713,1229,3556
19922	3348	1	3473,2420,256,982
5332	3249	1	2310,2664,2420,3637
19565	4060	1	1664,132,3556,3348
1713	3249	1	2342,2664,3802,2420
14690	651	1	2310,1450,3637,3638
5286	3249	1	235,2342,3556,3638
3938	3638	1	2114,3787,52,3637
3938	3768	1	3787,52,3637,3638
6682	3787	1	69,1877,2630,1363
9054	3638	1	2664,2420,3556,3249
20321	3348	1	1682,1750,2342,2420
20321	3658	1	1750,2342,2420,3348
1291	4863	1	259,840,5392,262
15354	955	1	891,1066,2412,1592
19565	3638	1	132,3556,3348,4060
20853	1885	1	1183,3855,1884,3177
4686	3638	1	795,2114,3556,3348
7346	3249	1	2519,2560,2566,3336
19922	3768	1	2420,256,982,3348
7188	3102	1	2599,733,3939,365
7346	3488	1	2560,2566,3336,3249
9055	3638	1	256,1152,1153,2114
14209	3348	1	3802,2420,3182,3249
1447	3638	1	2664,2420,1450,3556
11033	3249	1	787,2342,3802,3182
15945	3637	1	1273,3336,3556,3638
3938	3763	1	52,3637,3638,3768
3181	3249	1	2664,2420,1450,3336
4290	3658	1	2420,1450,3182,3637
6682	3149	1	1877,2630,1363,3787
8033	3249	1	2342,2664,2420,3182
378	2592	1	595,8836,671,815
14774	408	1	192,620,1933,2535
1594	963	1	1261,1053,1596,3637
15945	3560	1	3336,3556,3638,3637
21103	3560	1	422,1166,2114,3249
11583	3560	1	1129,3556,3638,3637
18976	3754	1	3804,1728,3556,3638
1611	3348	1	458,3778,3782,1403
4290	3560	1	1450,3182,3637,3658
3938	3678	1	3637,3638,3768,3763
19007	3560	1	1143,898,2778,3658
19906	3560	1	3466,3467,3556,3638
15874	3560	1	3348,2376,2378,3249
16347	3100	1	1053,409,3836,3101
1258	3859	1	181,2145,3683,741
13164	893	1	192,3768,1442,1201
13665	3604	1	1976,2480,1883,359
2833	30	1	442,1836,3693,3768
20853	128	1	3855,1884,3177,1885
3938	150	1	3638,3768,3763,3678
13022	498	1	2300,2420,1450,3637
5783	3560	1	1713,1229,3556,3638
15465	3560	1	1183,2337,2342,2114
19399	60	1	508,1750,2762,2319
22116	2984	1	1162,2732,5719,2341
10612	3638	1	6866,2802,3028,3637
14774	2030	1	620,1933,2535,408
18304	1989	1	3838,143,2477,93
17834	3704	1	477,777,3080,715
6318	3560	1	2310,2337,2342,2420
4686	3818	1	2114,3556,3348,3638
9500	3561	1	3556,3336,3637,3638
11583	3818	1	3556,3638,3637,3560
4686	3561	1	3556,3348,3638,3818
15874	3561	1	2376,2378,3249,3560
14632	3147	1	1105,1266,2412,989
15202	2496	1	5617,297,4534,1583
19906	3561	1	3467,3556,3638,3560
21103	3818	1	1166,2114,3249,3560
771	3818	1	2300,2310,2664,2420
13175	1165	1	2300,2342,2664,2420
16149	3818	1	2342,2664,2946,3658
14388	3818	1	3802,2342,2420,3249
20419	3818	1	2310,2342,1450,3249
20065	3561	1	3182,1450,3249,3560
8202	3658	1	2310,2342,3802,2420
85	2558	1	1354,2811,71,1262
5304	268	1	2194,1165,3420,3863
4129	1052	1	1053,1339,1755,2883
14209	3561	1	2420,3182,3249,3348
18976	3560	1	1728,3556,3638,3754
18976	3561	1	3556,3638,3754,3560
21129	1568	1	958,2965,3043,645
3610	1604	1	1251,152,844,1880
4290	3561	1	3182,3637,3658,3560
1697	3561	1	761,763,3658,3560
1983	3230	1	2337,2420,1450,3556
6920	1262	1	408,3336,2114,3560
19302	1262	1	2337,2420,1450,2778
22116	3914	1	2732,5719,2341,2984
15835	3561	1	2337,2341,1636,3754
19399	3598	1	1750,2762,2319,60
20354	1262	1	176,3182,2778,3348
4129	722	1	1339,1755,2883,1052
11966	1262	1	2300,2337,2664,2420
7346	1262	1	2566,3336,3249,3488
8202	3561	1	2342,3802,2420,3658
3181	1262	1	2420,1450,3336,3249
3181	3818	1	1450,3336,3249,1262
13853	1262	1	3802,2420,1450,3182
15314	3115	1	432,2114,3560,1262
4129	3878	1	1755,2883,1052,722
10073	1151	1	398,399,785,1024
10073	1424	1	399,785,1024,1151
20003	747	1	664,1327,1602,2819
15874	1262	1	2378,3249,3560,3561
20800	4025	1	2664,3802,2420,3348
8353	2114	1	2337,3802,2778,3556
7188	2604	1	733,3939,365,3102
14209	3879	1	3182,3249,3348,3561
17147	3879	1	1152,2664,1498,2778
668	44	1	130,184,2310,1450
668	3767	1	184,2310,1450,44
668	3768	1	2310,1450,44,3767
2529	3879	1	2300,2342,2420,3249
15903	4059	1	2300,2664,3182,2778
19922	641	1	256,982,3348,3768
4129	771	1	2883,1052,722,3878
6920	3879	1	3336,2114,3560,1262
11240	4025	1	2310,3802,3818,3878
7558	4874	1	1943,1944,355,2477
15465	4025	1	2337,2342,2114,3560
13156	3899	1	1450,2172,3556,3348
17405	4575	1	1678,1878,3818,4025
21103	1262	1	2114,3249,3560,3818
21103	4025	1	3249,3560,3818,1262
3938	3879	1	3768,3763,3678,150
15217	3336	1	1269,1935,2009,3129
349	3771	1	3658,2114,3348,3879
6372	4037	1	3488,3489,5633,5635
6372	5646	1	3489,5633,5635,4037
394	1649	1	3556,3638,295,5390
3360	3879	1	3182,3336,3348,3249
5242	4050	1	1450,173,861,3561
6518	4050	1	2337,2664,1636,2310
8033	1262	1	2664,2420,3182,3249
8033	3879	1	2420,3182,3249,1262
14388	4050	1	2342,2420,3249,3818
13175	3879	1	2342,2664,2420,1165
15314	3879	1	2114,3560,1262,3115
15314	3899	1	3560,1262,3115,3879
15465	4050	1	2342,2114,3560,4025
15835	4050	1	2341,1636,3754,3561
15903	3879	1	2664,3182,2778,4059
21815	4025	1	3802,71,2664,2420
6222	2396	1	2946,2398,1067,1611
1983	4025	1	2420,1450,3556,3230
5286	3879	1	2342,3556,3638,3249
5286	3899	1	3556,3638,3249,3879
9500	4050	1	3336,3637,3638,3561
13022	3899	1	2420,1450,3637,498
3442	4050	1	2114,3638,3560,3637
7558	1129	1	1944,355,2477,4874
14146	4025	1	2300,3182,2778,3818
19565	4050	1	3556,3348,4060,3638
1177	4050	1	2342,2664,3336,3249
1177	4059	1	2664,3336,3249,4050
3938	1136	1	3763,3678,150,3879
14353	3879	1	2114,3638,3249,3561
14353	3899	1	3638,3249,3561,3879
14630	3879	1	2310,2342,2664,3818
15022	4050	1	2337,2342,2664,1262
17636	4050	1	2337,2342,2966,784
12172	986	1	477,1797,217,980
12172	1224	1	1797,217,980,986
12172	2215	1	217,980,986,1224
9094	2028	1	3339,3914,1544,369
9094	2029	1	3914,1544,369,2028
394	1728	1	3638,295,5390,1649
1983	844	1	1450,3556,3230,4025
15945	4153	1	3556,3638,3637,3560
17976	4153	1	682,3556,3638,1262
19922	776	1	982,3348,3768,641
19922	2132	1	3348,3768,641,776
8353	4050	1	3802,2778,3556,2114
19906	215	1	3556,3638,3560,3561
3938	4153	1	3678,150,3879,1136
9201	4153	1	3951,3249,3637,3899
9500	4153	1	3637,3638,3561,4050
15176	4153	1	1262,1234,3899,2310
19779	4153	1	1152,1243,2114,3638
349	4153	1	2114,3348,3879,3771
4290	3879	1	3637,3658,3560,3561
4290	3899	1	3658,3560,3561,3879
4290	4153	1	3560,3561,3879,3899
12934	4153	1	2172,3556,3637,3249
20853	7433	1	1884,3177,1885,128
1713	1262	1	2664,3802,2420,3249
8353	4153	1	2778,3556,2114,4050
20065	4153	1	1450,3249,3560,3561
3360	4153	1	3336,3348,3249,3879
3919	2145	1	3556,3637,3638,3899
14690	4153	1	1450,3637,3638,651
17932	3780	1	3774,3776,3777,3779
11583	4153	1	3638,3637,3560,3818
19906	4153	1	3638,3560,3561,215
13655	4153	1	1286,3556,3638,3637
18485	4153	1	2477,3561,3879,2575
19922	370	1	3768,641,776,2132
3112	4050	1	2300,2337,2310,3802
6518	4059	1	2664,1636,2310,4050
21103	4153	1	3560,3818,1262,4025
7288	4869	1	177,178,746,3949
14209	4153	1	3249,3348,3561,3879
14630	4153	1	2342,2664,3818,3879
13022	4153	1	1450,3637,498,3899
11558	177	1	817,5698,2737,4018
974	1926	1	384,2452,430,910
8406	3219	1	418,578,408,1559
20541	1539	1	2153,1562,294,300
7558	3142	1	355,2477,4874,1129
20321	3878	1	2342,2420,3348,3658
8925	2315	1	1189,5,3373,1755
14353	4153	1	3249,3561,3879,3899
2529	4153	1	2342,2420,3249,3879
4686	4153	1	3348,3638,3818,3561
11221	2413	1	5,1066,1086,791
11221	2452	1	1066,1086,791,2413
20065	3717	1	3249,3560,3561,4153
11221	801	1	1086,791,2413,2452
11221	1974	1	791,2413,2452,801
5883	2033	1	2309,1541,3100,416
11221	1433	1	2413,2452,801,1974
12703	4153	1	1294,2266,3638,3879
17405	3012	1	1878,3818,4025,4575
17405	3283	1	3818,4025,4575,3012
17405	3284	1	4025,4575,3012,3283
22116	2435	1	5719,2341,2984,3914
10611	4153	1	3336,2114,3249,4059
8202	4025	1	3802,2420,3658,3561
9054	4153	1	2420,3556,3249,3638
11221	1363	1	2452,801,1974,1433
11221	2171	1	801,1974,1433,1363
12172	1127	1	980,986,1224,2215
12172	3436	1	986,1224,2215,1127
15495	1262	1	2337,2342,3336,3249
19128	2360	1	3467,1205,2342,408
19565	4153	1	3348,4060,3638,4050
20541	4027	1	1562,294,300,1539
8925	2791	1	5,3373,1755,2315
10612	2647	1	2802,3028,3637,3638
13399	2069	1	152,1251,1448,2335
12172	2020	1	1224,2215,1127,3436
12172	2025	1	2215,1127,3436,2020
19565	1158	1	4060,3638,4050,4153
7188	3241	1	3939,365,3102,2604
18976	4153	1	3638,3754,3560,3561
9094	832	1	1544,369,2028,2029
9094	2431	1	369,2028,2029,832
9094	3408	1	2028,2029,832,2431
4686	4271	1	3638,3818,3561,4153
10037	4271	1	2342,2664,2778,3249
11993	4153	1	3556,3249,3432,3879
16765	4052	1	2664,3802,1450,3348
394	4271	1	295,5390,1649,1728
4354	1262	1	2087,2942,139,3348
6920	4153	1	2114,3560,1262,3879
9208	4271	1	2114,3638,3637,4153
9500	4271	1	3638,3561,4050,4153
14388	4271	1	2420,3249,3818,4050
18649	4271	1	792,3802,2664,3658
20800	4271	1	3802,2420,3348,4025
6670	3719	1	192,209,688,1245
7258	3684	1	1458,286,4154,4013
14388	4052	1	3249,3818,4050,4271
15465	4271	1	2114,3560,4025,4050
18381	1596	1	417,842,1026,2841
19042	2330	1	2114,3637,3638,3560
20354	4271	1	3182,2778,3348,1262
14457	4271	1	688,113,764,3182
20647	3366	1	1404,3661,177,447
20647	3604	1	3661,177,447,3366
20647	3963	1	177,447,3366,3604
2529	4271	1	2420,3249,3879,4153
11558	3818	1	5698,2737,4018,177
18485	4271	1	3561,3879,2575,4153
6209	2330	1	675,3768,1262,3879
15874	4271	1	3249,3560,3561,1262
17147	4271	1	2664,1498,2778,3879
2669	3693	1	2310,1450,3336,1262
10790	3289	1	3603,184,1708,1944
13756	4052	1	2495,2496,3818,4025
22340	4874	1	317,2141,1288,3646
3112	4271	1	2337,2310,3802,4050
14209	4271	1	3348,3561,3879,4153
15465	2295	1	3560,4025,4050,4271
19565	4052	1	3638,4050,4153,1158
20853	1730	1	3177,1885,128,7433
22340	100	1	2141,1288,3646,4874
3112	4052	1	2310,3802,4050,4271
16428	3670	1	3207,1827,3048,4465
18810	4052	1	2300,2342,1450,2778
5304	2902	1	1165,3420,3863,268
7346	4052	1	3336,3249,3488,1262
19906	4271	1	3560,3561,215,4153
2550	4271	1	2342,2420,4084,3348
3181	4271	1	3336,3249,1262,3818
15310	4052	1	2300,2342,3336,3658
19922	195	1	641,776,2132,370
11583	4052	1	3637,3560,3818,4153
19857	4052	1	2155,3560,3561,4153
4509	2330	1	3637,3638,1262,4153
9500	4052	1	3561,4050,4153,4271
13399	2059	1	1251,1448,2335,2069
15835	4052	1	1636,3754,3561,4050
15874	4052	1	3560,3561,1262,4271
17976	4271	1	3556,3638,1262,4153
21129	5119	1	2965,3043,645,1568
3938	2330	1	150,3879,1136,4153
6670	3666	1	209,688,1245,3719
20065	4052	1	3560,3561,4153,3717
20065	4271	1	3561,4153,3717,4052
11033	4271	1	2342,3802,3182,3249
974	1178	1	2452,430,910,1926
974	3283	1	430,910,1926,1178
974	3284	1	910,1926,1178,3283
12841	2328	1	980,986,4047,4044
18485	4052	1	3879,2575,4153,4271
19042	4153	1	3637,3638,3560,2330
3919	4052	1	3637,3638,3899,2145
3919	4153	1	3638,3899,2145,4052
6318	4271	1	2337,2342,2420,3560
9054	4271	1	3556,3249,3638,4153
15495	4052	1	2342,3336,3249,1262
15495	4271	1	3336,3249,1262,4052
16666	2330	1	3556,3637,3638,4153
6234	2363	1	3348,1586,3843,4271
11558	1944	1	2737,4018,177,3818
14917	4052	1	1059,1262,921,4153
4372	3390	1	1328,987,2194,507
4372	4810	1	987,2194,507,3390
19906	4052	1	3561,215,4153,4271
6234	3952	1	1586,3843,4271,2363
10206	4152	1	1286,3379,964,3391
12254	3952	1	3556,3638,1262,4052
3938	3952	1	3879,1136,4153,2330
5304	404	1	3420,3863,268,2902
9500	3952	1	4050,4153,4271,4052
4686	3952	1	3818,3561,4153,4271
11583	3952	1	3560,3818,4153,4052
14353	4271	1	3561,3879,3899,4153
14690	3952	1	3637,3638,651,4153
19922	4052	1	776,2132,370,195
21103	3952	1	3818,1262,4025,4153
12703	4271	1	2266,3638,3879,4153
3623	1235	1	667,47,3598,2566
22160	3952	1	905,3182,1196,4050
3442	4153	1	3638,3560,3637,4050
14917	3952	1	1262,921,4153,4052
1983	4271	1	3556,3230,4025,844
1616	3546	1	845,3373,829,6691
10612	3952	1	3028,3637,3638,2647
10612	4052	1	3637,3638,2647,3952
12254	3879	1	3638,1262,4052,3952
13399	2994	1	1448,2335,2069,2059
974	1271	1	1926,1178,3283,3284
5841	3664	1	383,3878,1072,4052
2204	3339	1	4271,3686,1808,4301
18528	2839	1	2420,3602,3182,3336
2204	1943	1	3686,1808,4301,3339
6518	3952	1	1636,2310,4050,4059
17405	3071	1	4575,3012,3283,3284
21837	2877	1	2420,3182,3556,3637
668	192	1	1450,44,3767,3768
668	688	1	44,3767,3768,192
13399	5045	1	2335,2069,2059,2994
12934	3952	1	3556,3637,3249,4153
6234	535	1	3843,4271,2363,3952
19565	414	1	4050,4153,1158,4052
22116	1413	1	2341,2984,3914,2435
11558	1413	1	4018,177,3818,1944
3919	2337	1	3899,2145,4052,4153
7211	4934	1	34,408,348,2420
9054	4052	1	3249,3638,4153,4271
15495	3952	1	3249,1262,4052,4271
17636	4052	1	2342,2966,784,4050
19873	4271	1	2300,2342,2420,1450
10954	1488	1	2375,737,1753,2501
8627	4152	1	3637,3560,2262,3207
10405	4417	1	2300,2363,649,3807
11558	2271	1	177,3818,1944,1413
2302	2068	1	3537,710,3637,3638
14388	4040	1	3818,4050,4271,4052
20800	4041	1	2420,3348,4025,4271
2204	2030	1	1808,4301,3339,1943
3079	3719	1	3936,1620,2315,179
10612	4040	1	3638,2647,3952,4052
14209	4152	1	3561,3879,4153,4271
