uid	iid	label	sequence
940	587	1	435,268,421,755
19863	1157	1	64,118,1077,1356
23310	1234	1	344,397,293,630
3410	1041	1	471,783,689,1022
9678	1930	1	895,897,468,1006
15517	1495	1	162,858,895,354
17799	1214	1	384,635,636,984
21807	531	1	1104,1074,515,547
3410	1241	1	783,689,1022,1041
26034	579	1	720,468,502,326
19863	477	1	118,1077,1356,1157
16971	1438	1	985,731,250,911
12026	999	1	126,415,274,448
13982	1438	1	733,337,468,589
14121	1438	1	171,613,734,468
4701	1677	1	1443,711,1157,1370
19522	879	1	695,196,984,985
7531	366	1	171,270,524,172
444	1432	1	635,127,764,734
25335	997	1	1497,250,718,1389
24392	204	1	411,826,812,193
27020	1077	1	161,734,1080,1059
4723	1241	1	139,196,734,468
6435	741	1	322,414,561,1300
9678	1271	1	897,468,1006,1930
16968	1438	1	63,47,119,734
19863	1146	1	1077,1356,1157,477
7311	1091	1	908,858,976,911
22221	1054	1	1113,1079,1102,1074
8790	638	1	72,87,55,412
23059	1623	1	533,539,904,1105
6290	1077	1	534,813,629,1241
1780	802	1	709,638,660,1447
12324	555	1	418,428,459,463
8790	380	1	87,55,412,638
12231	1499	1	234,418,476,570
14907	1624	1	734,490,648,703
16196	613	1	32,81,197,1495
21091	127	1	1104,1076,1157,1102
7819	1467	1	813,835,1196,1475
24369	1510	1	243,414,337,468
7311	1466	1	858,976,911,1091
6508	1004	1	251,20,871,695
15517	880	1	858,895,354,1495
19693	1370	1	1017,1117,1124,1303
24663	735	1	391,339,1005,1323
20806	1620	1	344,734,822,1529
16598	1013	1	174,91,93,755
19205	1003	1	73,160,124,235
22556	1022	1	366,595,814,829
25813	770	1	111,257,155,549
23623	613	1	164,242,435,793
24929	479	1	93,213,823,1389
12598	1234	1	537,983,357,769
4029	1361	1	1096,695,772,613
6290	1737	1	813,629,1241,1077
1539	823	1	85,294,415,428
8486	1166	1	362,271,531,1121
9664	220	1	217,734,468,528
9664	443	1	734,468,528,220
13629	1584	1	1332,317,376,1299
22019	613	1	549,497,849,420
27069	458	1	719,490,468,496
6353	805	1	38,369,211,1529
2412	1641	1	644,175,720,921
2412	1706	1	175,720,921,1641
3116	1606	1	374,382,613,464
27020	1623	1	734,1080,1059,1077
16971	1707	1	731,250,911,1438
26626	1567	1	477,914,821,1288
13749	1512	1	8,165,1300,1511
27342	1387	1	613,394,734,823
1505	1641	1	30,46,344,914
4723	1510	1	196,734,468,1241
4723	2254	1	734,468,1241,1510
14907	1641	1	490,648,703,1624
18587	1387	1	914,734,984,985
18587	1641	1	734,984,985,1387
940	1788	1	268,421,755,587
4723	2645	1	468,1241,1510,2254
21249	1279	1	292,296,1013,493
16971	1641	1	250,911,1438,1707
12555	1387	1	914,502,1179,1142
19863	1387	1	1356,1157,477,1146
18197	638	1	171,314,459,1188
18969	1705	1	394,215,541,734
13644	1606	1	477,837,549,1387
743	1737	1	94,384,914,824
26204	474	1	967,1121,1177,1226
26204	1234	1	1121,1177,1226,474
23623	1387	1	242,435,793,613
25106	835	1	289,450,613,719
5017	760	1	47,45,466,1624
3900	1567	1	1298,1382,925,1620
4957	463	1	31,71,123,610
4957	638	1	71,123,610,463
6353	997	1	369,211,1529,805
18661	1033	1	793,595,366,267
24821	1728	1	584,622,113,1472
260	1705	1	249,259,435,287
10428	1472	1	405,584,779,834
13021	1883	1	81,93,468,1529
14649	1873	1	133,755,1389,1618
19122	1922	1	215,255,1496,1620
8003	1396	1	402,821,1227,211
15757	423	1	318,488,570,250
6567	1396	1	93,173,366,468
9612	985	1	583,972,824,614
16971	1431	1	911,1438,1707,1641
27020	1883	1	1080,1059,1077,1623
8003	360	1	821,1227,211,1396
15248	1760	1	765,1013,755,1472
24764	458	1	268,332,548,1196
2240	1139	1	328,276,1391,872
23947	1605	1	399,635,1131,1006
6290	1581	1	629,1241,1077,1737
15704	1922	1	35,337,1022,1043
17799	1396	1	635,636,984,1214
26204	1360	1	1177,1226,474,1234
13982	1396	1	337,468,589,1438
7262	1707	1	466,695,537,44
7848	1930	1	1182,1271,747,1415
15517	336	1	895,354,1495,880
22994	1902	1	317,653,405,355
3868	1705	1	635,636,329,1119
3868	1971	1	636,329,1119,1705
11511	1356	1	1017,1157,1140,1102
23623	1396	1	435,793,613,1387
5131	881	1	516,594,660,796
6829	738	1	165,85,93,195
6829	1502	1	85,93,195,738
6829	1528	1	93,195,738,1502
6829	1651	1	195,738,1502,1528
27069	1396	1	490,468,496,458
9664	1396	1	468,528,220,443
9664	1757	1	528,220,443,1396
13629	222	1	317,376,1299,1584
7739	1396	1	734,821,1641,1605
4957	1605	1	123,610,463,638
1955	549	1	93,186,148,586
27256	1233	1	344,821,1396,569
27342	1396	1	394,734,823,1387
6179	704	1	19,539,650,703
16376	1117	1	998,1064,1077,1139
16376	1370	1	1064,1077,1139,1117
26399	1580	1	483,568,693,638
14061	798	1	622,549,1013,533
23868	1466	1	394,252,914,986
16206	1396	1	635,914,823,984
20889	1922	1	755,250,638,829
18034	1318	1	418,1139,1443,1133
7885	1106	1	782,1078,1107,1732
21807	1157	1	1074,515,547,531
21807	1356	1	515,547,531,1157
25649	1396	1	393,488,1190,1357
21249	1388	1	296,1013,493,1279
5534	1883	1	104,720,719,468
7885	1158	1	1078,1107,1732,1106
13572	545	1	81,86,95,187
22580	1786	1	822,984,1606,1605
27256	1817	1	821,1396,569,1233
18017	787	1	896,972,529,566
21810	1394	1	709,1077,93,921
27020	1601	1	1059,1077,1623,1883
215	638	1	157,170,82,248
7739	1786	1	821,1641,1605,1396
25376	1786	1	1241,117,1407,1416
3116	1146	1	382,613,464,1606
4491	1949	1	586,870,529,1950
26034	995	1	468,502,326,579
24064	1786	1	435,337,814,285
3116	1817	1	613,464,1606,1146
20200	1395	1	320,1620,1387,1817
16061	1817	1	646,824,821,518
17808	772	1	632,270,594,613
18752	1737	1	72,47,196,755
13982	1817	1	468,589,1438,1396
25949	1408	1	71,160,735,1406
17799	1817	1	636,984,1214,1396
18051	1641	1	914,468,528,211
12554	1817	1	60,734,468,1510
23947	1395	1	635,1131,1006,1605
23947	1397	1	1131,1006,1605,1395
7531	1118	1	270,524,172,366
7615	1395	1	320,734,984,1707
16971	1253	1	1438,1707,1641,1431
16971	1308	1	1707,1641,1431,1253
21249	1779	1	1013,493,1279,1388
12225	1437	1	135,295,308,661
21590	1387	1	124,423,468,1399
22994	2104	1	653,405,355,1902
1780	1605	1	638,660,1447,802
16906	975	1	1276,343,1624,1203
17370	1560	1	346,353,528,1749
2115	1786	1	220,344,613,468
23343	1399	1	468,478,585,848
1810	1817	1	344,707,734,1021
24461	250	1	93,658,774,279
17370	1077	1	353,528,1749,1560
17370	2112	1	528,1749,1560,1077
24460	1705	1	423,463,376,1813
25649	1786	1	488,1190,1357,1396
2568	1003	1	361,536,366,21
14441	1705	1	469,600,636,1000
14907	1284	1	648,703,1624,1641
14907	1434	1	703,1624,1641,1284
15757	1059	1	488,570,250,423
15757	1117	1	570,250,423,1059
18034	306	1	1139,1443,1133,1318
27256	343	1	1396,569,1233,1817
22697	1243	1	93,291,895,911
2951	355	1	534,515,516,794
23343	1786	1	478,585,848,1399
11504	898	1	29,161,268,175
11601	579	1	204,1561,1886,1737
21249	1499	1	493,1279,1388,1779
1780	647	1	660,1447,802,1605
16196	1147	1	81,197,1495,613
17280	1395	1	734,824,1131,1203
1810	2010	1	707,734,1021,1817
5932	2219	1	925,872,1267,2067
18969	1399	1	215,541,734,1705
24424	1398	1	821,734,824,1706
25376	1973	1	117,1407,1416,1786
17411	2104	1	66,344,293,1160
25855	1557	1	316,772,1623,1521
1854	2124	1	189,245,384,463
4553	2123	1	906,934,561,1184
8220	1165	1	760,314,1192,1547
8220	1780	1	314,1192,1547,1165
14121	2115	1	613,734,468,1438
17738	1817	1	992,1387,1707,1395
9678	1466	1	468,1006,1930,1271
22994	1909	1	405,355,1902,2104
23767	1528	1	109,93,251,558
9864	1938	1	810,1157,1755,1074
12843	242	1	362,897,969,29
3116	1972	1	464,1606,1146,1817
8437	2115	1	86,990,1077,1114
22535	1922	1	385,895,969,316
21937	1193	1	56,734,1387,1641
24369	2115	1	414,337,468,1510
556	1971	1	123,44,726,405
556	2141	1	44,726,405,1971
7739	1948	1	1641,1605,1396,1786
556	1969	1	726,405,1971,2141
23623	1749	1	793,613,1387,1396
23947	1786	1	1006,1605,1395,1397
7378	1235	1	417,303,423,488
7378	1393	1	303,423,488,1235
7378	1781	1	423,488,1235,1393
14894	1923	1	582,1392,1428,1430
18293	1749	1	814,1318,871,1641
25283	538	1	268,406,329,1567
540	1816	1	579,1539,1808,1911
549	579	1	252,722,755,1220
7262	2141	1	695,537,44,1707
22535	997	1	895,969,316,1922
18051	594	1	468,528,211,1641
21249	1532	1	1279,1388,1779,1499
24392	515	1	826,812,193,204
1854	2119	1	245,384,463,2124
7615	1971	1	734,984,1707,1395
13982	1973	1	589,1438,1396,1817
21937	1188	1	734,1387,1641,1193
22580	1010	1	984,1606,1605,1786
27069	1705	1	468,496,458,1396
1810	1010	1	734,1021,1817,2010
7262	1010	1	537,44,1707,2141
19122	2159	1	255,1496,1620,1922
12745	1248	1	484,557,813,468
20200	1010	1	1620,1387,1817,1395
216	1007	1	515,561,879,1095
23343	2159	1	585,848,1399,1786
24929	1587	1	213,823,1389,479
26755	1973	1	90,1510,1606,1396
10705	2159	1	320,344,470,751
5742	1489	1	1000,1451,1196,343
15236	1071	1	141,635,769,1529
21091	1973	1	1076,1157,1102,127
24392	647	1	812,193,204,515
17728	1398	1	824,823,1396,1641
21937	343	1	1387,1641,1193,1188
21937	614	1	1641,1193,1188,343
23109	2115	1	40,132,1660,1950
6353	246	1	211,1529,805,997
12588	1317	1	686,250,997,1295
7262	1961	1	44,1707,2141,1010
8882	1606	1	432,411,822,823
12555	1739	1	502,1179,1142,1387
5131	912	1	594,660,796,881
16376	35	1	1077,1139,1117,1370
18050	1119	1	190,1578,1287,1353
15344	260	1	343,789,1506,1206
18562	923	1	141,110,584,1006
9678	2115	1	1006,1930,1271,1466
562	613	1	111,126,163,533
6716	1655	1	613,1000,1119,1137
16906	1905	1	343,1624,1203,975
16906	1910	1	1624,1203,975,1905
24821	1877	1	622,113,1472,1728
1810	412	1	1021,1817,2010,1010
7378	1359	1	488,1235,1393,1781
17799	1961	1	984,1214,1396,1817
19654	551	1	858,960,1243,1368
8220	2328	1	1192,1547,1165,1780
25649	638	1	1190,1357,1396,1786
13376	1739	1	316,651,1091,613
13376	772	1	651,1091,613,1739
5838	246	1	812,613,1139,1077
5838	1074	1	613,1139,1077,246
9651	824	1	537,412,470,2098
13644	2159	1	837,549,1387,1606
15344	2148	1	789,1506,1206,260
15757	2297	1	250,423,1059,1117
3868	1510	1	329,1119,1705,1971
3909	1625	1	1857,1103,1118,1157
26945	850	1	426,826,864,1235
7262	2351	1	1707,2141,1010,1961
13513	1961	1	93,325,929,437
14121	2351	1	734,468,1438,2115
3116	1555	1	1606,1146,1817,1972
7739	2170	1	1605,1396,1786,1948
8003	1787	1	1227,211,1396,360
10705	1748	1	344,470,751,2159
18034	1213	1	1443,1133,1318,306
24230	1360	1	31,814,502,1641
1854	2276	1	384,463,2124,2119
11324	1748	1	821,824,1605,2098
12225	1787	1	295,308,661,1437
26317	1961	1	273,344,439,999
1810	2351	1	1817,2010,1010,412
5081	1897	1	337,395,1922,1010
7218	1010	1	87,170,123,468
14766	1698	1	395,416,821,823
21124	1555	1	613,720,992,823
21124	1787	1	720,992,823,1555
24593	1567	1	93,250,929,1510
27069	1748	1	496,458,1396,1705
13021	2170	1	93,468,1529,1883
4723	2170	1	1241,1510,2254,2645
14766	2170	1	416,821,823,1698
8829	2248	1	613,720,468,490
26926	678	1	75,95,883,463
4650	2104	1	586,549,362,1184
24677	1748	1	189,235,376,1641
14136	1146	1	415,418,821,1027
16196	225	1	197,1495,613,1147
16376	1601	1	1139,1117,1370,35
24461	497	1	658,774,279,250
27342	1787	1	734,823,1387,1396
17591	2159	1	716,734,1739,1396
11287	2230	1	834,935,1184,1472
17728	1555	1	823,1396,1641,1398
17728	2248	1	1396,1641,1398,1555
25566	1748	1	448,488,1387,1817
15344	2086	1	1506,1206,260,2148
16347	1167	1	1022,1074,1158,923
494	1241	1	613,1586,1022,1077
494	1495	1	1586,1022,1077,1241
494	1698	1	1022,1077,1241,1495
494	1917	1	1077,1241,1495,1698
494	2124	1	1241,1495,1698,1917
26850	1385	1	1341,1874,250,1270
6353	1787	1	1529,805,997,246
6973	2351	1	320,1387,1396,1817
10713	1813	1	795,1052,1248,1393
19127	1748	1	372,383,580,1022
21249	1557	1	1388,1779,1499,1532
21249	1826	1	1779,1499,1532,1557
19864	1786	1	193,196,613,468
24369	1555	1	337,468,1510,2115
24369	2248	1	468,1510,2115,1555
15757	1748	1	423,1059,1117,2297
5428	1965	1	45,1565,1786,53
13644	1748	1	549,1387,1606,2159
19051	1709	1	935,1472,1713,1027
27006	1197	1	823,1438,1431,1459
27006	2351	1	1438,1431,1459,1197
8829	1555	1	720,468,490,2248
11389	1216	1	475,1332,1183,638
13848	1705	1	344,482,1431,1387
13982	1748	1	1438,1396,1817,1973
13982	2170	1	1396,1817,1973,1748
25649	1748	1	1357,1396,1786,638
27856	1584	1	250,1241,1581,1930
4042	1482	1	1028,1059,1139,1635
25789	1613	1	1540,1362,250,2324
27236	1125	1	314,1133,1140,1344
21810	2511	1	1077,93,921,1394
1780	1949	1	1447,802,1605,647
444	1787	1	127,764,734,1432
18951	2351	1	699,734,1528,1971
22580	2474	1	1606,1605,1786,1010
27006	2160	1	1431,1459,1197,2351
19051	2233	1	1472,1713,1027,1709
21810	2123	1	93,921,1394,2511
5534	2474	1	720,719,468,1883
11253	802	1	63,289,488,758
13001	1131	1	173,257,394,506
14489	1667	1	711,1350,1443,1635
2827	2170	1	613,502,1510,2159
2951	2474	1	515,516,794,355
4651	1606	1	554,824,1749,1397
9079	988	1	427,811,1121,638
4957	2474	1	610,463,638,1605
11642	1059	1	1601,246,250,1017
11642	1127	1	246,250,1017,1059
11642	2169	1	250,1017,1059,1127
26067	1178	1	2142,29,751,1159
9678	2351	1	1930,1271,1466,2115
2951	2450	1	516,794,355,2474
6477	2505	1	93,246,522,1787
11022	985	1	93,613,92,468
12026	1787	1	415,274,448,999
19940	2505	1	307,329,822,1431
23343	2233	1	848,1399,1786,2159
6193	1732	1	397,1046,250,1062
6353	2474	1	805,997,246,1787
18587	2042	1	984,985,1387,1641
20200	2042	1	1387,1817,1395,1010
1547	1114	1	53,150,613,1877
2495	1275	1	1183,1306,997,171
2495	1416	1	1306,997,171,1275
12885	2436	1	2157,2449,8,1444
9586	2474	1	101,259,589,1399
15757	1641	1	1059,1117,2297,1748
9329	2155	1	418,561,703,1044
16206	1775	1	914,823,984,1396
7531	620	1	524,172,366,1118
16347	1557	1	1074,1158,923,1167
16968	2041	1	47,119,734,1438
22008	191	1	99,1629,561,1146
3116	1578	1	1146,1817,1972,1555
12099	2211	1	2157,2165,1118,2278
16942	1606	1	72,406,658,1157
20714	2474	1	81,107,613,468
2325	2505	1	823,824,1817,1749
18034	366	1	1133,1318,306,1213
23343	3288	1	1399,1786,2159,2233
8361	1052	1	478,470,1121,910
13644	2042	1	1387,1606,2159,1748
3050	2351	1	986,1396,1948,2098
3740	1467	1	127,707,1397,2098
12321	1811	1	423,453,734,1201
17314	2505	1	360,734,821,1922
26235	2474	1	139,344,1510,250
13657	2474	1	613,719,468,734
17738	2042	1	1387,1707,1395,1817
20818	2159	1	677,1565,1706,1707
21091	1749	1	1157,1102,127,1973
26317	2098	1	344,439,999,1961
371	2477	1	27,196,1528,2141
972	2721	1	45,90,755,2447
14994	2041	1	468,337,262,2115
8220	2227	1	1547,1165,1780,2328
15757	2505	1	1117,2297,1748,1641
18879	203	1	2449,531,1795,1902
24461	1614	1	774,279,250,497
13848	2041	1	482,1431,1387,1705
20889	678	1	250,638,829,1922
27236	1601	1	1133,1140,1344,1125
6272	1581	1	1341,1415,638,311
19018	2351	1	104,96,344,1217
20302	2673	1	93,632,1495,1529
625	2160	1	370,506,570,782
972	2696	1	90,755,2447,2721
7426	613	1	211,1510,1387,1641
7426	2474	1	1510,1387,1641,613
27704	2348	1	613,468,824,2115
5017	2348	1	45,466,1624,760
10215	1971	1	699,1177,1160,1972
12933	2673	1	93,105,339,2449
8220	2318	1	1165,1780,2328,2227
16058	2348	1	734,1438,1971,1748
16698	250	1	235,424,251,1059
19127	1431	1	383,580,1022,1748
1780	1943	1	802,1605,647,1949
12099	2617	1	2165,1118,2278,2211
26945	1826	1	826,864,1235,850
17527	1897	1	1052,1268,1395,1753
17728	2505	1	1641,1398,1555,2248
26293	1281	1	863,222,836,32
1547	1074	1	150,613,1877,1114
24966	2231	1	1059,1157,1356,1097
3240	2275	1	123,414,812,880
8265	2695	1	91,610,824,1922
12885	2281	1	2449,8,1444,2436
19387	1059	1	613,250,1623,2646
22535	1586	1	969,316,1922,997
1922	997	1	296,176,1552,1101
1922	2006	1	176,1552,1101,997
26278	1959	1	760,910,1164,2160
371	437	1	196,1528,2141,2477
5247	2158	1	579,2406,381,844
4897	1360	1	439,719,468,1942
23343	1361	1	1786,2159,2233,3288
23343	1725	1	2159,2233,3288,1361
11253	1435	1	289,488,758,802
22219	879	1	798,857,563,971
10021	1930	1	765,1299,1341,1363
16971	2474	1	1641,1431,1253,1308
24369	2661	1	1510,2115,1555,2248
24691	82	1	35,74,101,761
11782	1749	1	1288,1385,1581,1363
14894	1829	1	1392,1428,1430,1923
19863	1816	1	1157,477,1146,1387
13110	488	1	463,506,569,423
22441	997	1	1103,1204,1139,1261
4650	1758	1	549,362,1184,2104
12885	2282	1	8,1444,2436,2281
8315	2098	1	295,368,303,1641
12933	1529	1	105,339,2449,2673
17411	343	1	344,293,1160,2104
26162	1568	1	515,695,561,1667
8315	1566	1	368,303,1641,2098
12442	2301	1	872,638,1078,2211
26776	2278	1	242,814,2095,2165
9286	2232	1	1843,2017,2061,2090
17398	1973	1	196,804,1972,1399
17528	2351	1	161,686,1528,1787
27069	2042	1	458,1396,1705,1748
6617	1201	1	423,457,496,878
13270	2271	1	255,1053,1247,545
14136	1911	1	418,821,1027,1146
21477	2700	1	318,433,1883,1649
21807	2695	1	547,531,1157,1356
17799	1843	1	1214,1396,1817,1961
26317	2700	1	439,999,1961,2098
3067	2700	1	476,824,1705,127
9664	1565	1	220,443,1396,1757
11324	2700	1	824,1605,2098,1748
8882	2170	1	411,822,823,1606
17280	2700	1	824,1131,1203,1395
20165	1075	1	295,171,821,824
21124	2700	1	992,823,1555,1787
23343	1697	1	2233,3288,1361,1725
26438	947	1	908,835,846,895
371	2933	1	1528,2141,2477,437
19196	2260	1	437,445,635,637
19127	2626	1	580,1022,1748,1431
260	2348	1	259,435,287,1705
1547	929	1	613,1877,1114,1074
6774	797	1	1295,1298,1341,1930
16061	1387	1	824,821,518,1817
27529	1345	1	1393,1572,1811,343
2222	2848	1	997,1950,2267,2690
19127	2221	1	1022,1748,1431,2626
20889	2221	1	638,829,1922,678
23343	2700	1	3288,1361,1725,1697
972	2543	1	755,2447,2721,2696
1810	2160	1	2010,1010,412,2351
2951	2505	1	794,355,2474,2450
8624	1836	1	1157,1877,1625,1755
13561	2700	1	159,1332,1280,1605
17617	1511	1	165,561,1279,1300
26123	2700	1	589,1529,1606,2115
3778	2184	1	566,565,695,1358
16971	2221	1	1431,1253,1308,2474
3067	1565	1	824,1705,127,2700
8111	2700	1	245,344,468,2695
8111	2768	1	344,468,2695,2700
13848	1813	1	1431,1387,1705,2041
